"","x"
"1112","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200011&lng=en&nrm=iso&tlng=en"
"1113","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200012&lng=en&nrm=iso&tlng=en"
"1114","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200013&lng=en&nrm=iso&tlng=en"
"1115","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200014&lng=en&nrm=iso&tlng=en"
"1116","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200015&lng=en&nrm=iso&tlng=en"
"1117","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200016&lng=en&nrm=iso&tlng=en"
"1118","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200017&lng=en&nrm=iso&tlng=en"
"1119","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200018&lng=en&nrm=iso&tlng=en"
"1120","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200019&lng=en&nrm=iso&tlng=en"
"1121","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200020&lng=en&nrm=iso&tlng=en"
"1122","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200021&lng=en&nrm=iso&tlng=en"
"1123","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200022&lng=en&nrm=iso&tlng=en"
"1124","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200023&lng=en&nrm=iso&tlng=en"
"1125","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200024&lng=en&nrm=iso&tlng=en"
"1126","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200025&lng=en&nrm=iso&tlng=en"
"1127","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572004000200026&lng=en&nrm=iso&tlng=en"
"1128","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400476&lng=pt&nrm=iso&tlng=en"
"1129","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400492&lng=pt&nrm=iso&tlng=en"
"1130","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400497&lng=pt&nrm=iso&tlng=en"
"1131","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400515&lng=pt&nrm=iso&tlng=en"
"1132","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400524&lng=pt&nrm=iso&tlng=en"
"1133","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400539&lng=pt&nrm=iso&tlng=en"
"1134","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400547&lng=pt&nrm=iso&tlng=en"
"1135","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400554&lng=pt&nrm=iso&tlng=en"
"1136","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400567&lng=pt&nrm=iso&tlng=en"
"1137","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400573&lng=pt&nrm=iso&tlng=en"
"1138","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400580&lng=pt&nrm=iso&tlng=en"
"1139","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400589&lng=pt&nrm=iso&tlng=en"
"1140","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400600&lng=pt&nrm=iso&tlng=en"
"1141","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400611&lng=pt&nrm=iso&tlng=en"
"1142","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400616&lng=pt&nrm=iso&tlng=en"
"1143","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400629&lng=pt&nrm=iso&tlng=en"
"1144","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400646&lng=pt&nrm=iso&tlng=en"
"1145","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400658&lng=pt&nrm=iso&tlng=en"
"1146","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400665&lng=pt&nrm=iso&tlng=en"
"1147","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572016000400674&lng=pt&nrm=iso&tlng=en"
"1148","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400401&lng=pt&nrm=iso&tlng=en"
"1149","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400420&lng=pt&nrm=iso&tlng=en"
"1150","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400433&lng=pt&nrm=iso&tlng=en"
"1151","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400444&lng=pt&nrm=iso&tlng=en"
"1152","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400450&lng=pt&nrm=iso&tlng=en"
"1153","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400457&lng=pt&nrm=iso&tlng=en"
"1154","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400465&lng=pt&nrm=iso&tlng=en"
"1155","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400470&lng=pt&nrm=iso&tlng=en"
"1156","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400477&lng=pt&nrm=iso&tlng=en"
"1157","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400484&lng=pt&nrm=iso&tlng=en"
"1158","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400490&lng=pt&nrm=iso&tlng=en"
"1159","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400499&lng=pt&nrm=iso&tlng=en"
"1160","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400507&lng=pt&nrm=iso&tlng=en"
"1161","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400513&lng=pt&nrm=iso&tlng=en"
"1162","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400519&lng=pt&nrm=iso&tlng=en"
"1163","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000400527&lng=pt&nrm=iso&tlng=en"
"1164","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400001&lng=en&nrm=iso&tlng=en"
"1165","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400002&lng=en&nrm=iso&tlng=en"
"1166","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400003&lng=en&nrm=iso&tlng=en"
"1167","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400004&lng=en&nrm=iso&tlng=en"
"1168","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400005&lng=en&nrm=iso&tlng=en"
"1169","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400006&lng=en&nrm=iso&tlng=en"
"1170","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400007&lng=en&nrm=iso&tlng=en"
"1171","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400008&lng=en&nrm=iso&tlng=en"
"1172","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400009&lng=en&nrm=iso&tlng=en"
"1173","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400010&lng=en&nrm=iso&tlng=en"
"1174","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400011&lng=en&nrm=iso&tlng=en"
"1175","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400012&lng=en&nrm=iso&tlng=en"
"1176","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400013&lng=en&nrm=iso&tlng=en"
"1177","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400014&lng=en&nrm=iso&tlng=en"
"1178","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400015&lng=en&nrm=iso&tlng=en"
"1179","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400016&lng=en&nrm=iso&tlng=en"
"1180","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000400017&lng=en&nrm=iso&tlng=en"
"1181","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500001&lng=en&nrm=iso&tlng=en"
"1182","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500002&lng=en&nrm=iso&tlng=en"
"1183","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500003&lng=en&nrm=iso&tlng=en"
"1184","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500004&lng=en&nrm=iso&tlng=en"
"1185","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500005&lng=en&nrm=iso&tlng=en"
"1186","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500006&lng=en&nrm=iso&tlng=en"
"1187","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500007&lng=en&nrm=iso&tlng=en"
"1188","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500008&lng=en&nrm=iso&tlng=en"
"1189","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500009&lng=en&nrm=iso&tlng=en"
"1190","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500010&lng=en&nrm=iso&tlng=en"
"1191","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500011&lng=en&nrm=iso&tlng=en"
"1192","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500012&lng=en&nrm=iso&tlng=en"
"1193","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500013&lng=en&nrm=iso&tlng=en"
"1194","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500014&lng=en&nrm=iso&tlng=en"
"1195","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572014000500015&lng=en&nrm=iso&tlng=en"
"1196","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400001&lng=en&nrm=iso&tlng=en"
"1197","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400002&lng=en&nrm=iso&tlng=en"
"1198","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400003&lng=en&nrm=iso&tlng=en"
"1199","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400004&lng=en&nrm=iso&tlng=en"
"1200","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400005&lng=en&nrm=iso&tlng=en"
"1201","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400006&lng=en&nrm=iso&tlng=en"
"1202","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400007&lng=en&nrm=iso&tlng=en"
"1203","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400008&lng=en&nrm=iso&tlng=en"
"1204","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400009&lng=en&nrm=iso&tlng=en"
"1205","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400010&lng=en&nrm=iso&tlng=en"
"1206","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400011&lng=en&nrm=iso&tlng=en"
"1207","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400012&lng=en&nrm=iso&tlng=en"
"1208","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400013&lng=en&nrm=iso&tlng=en"
"1209","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400014&lng=en&nrm=iso&tlng=en"
"1210","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400015&lng=en&nrm=iso&tlng=en"
"1211","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400016&lng=en&nrm=iso&tlng=en"
"1212","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400017&lng=en&nrm=iso&tlng=en"
"1213","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400018&lng=en&nrm=iso&tlng=en"
"1214","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400019&lng=en&nrm=iso&tlng=en"
"1215","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572013000400020&lng=en&nrm=iso&tlng=en"
"1216","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400002&lng=en&nrm=iso&tlng=en"
"1217","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400003&lng=en&nrm=iso&tlng=en"
"1218","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400004&lng=en&nrm=iso&tlng=en"
"1219","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400005&lng=en&nrm=iso&tlng=en"
"1220","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400006&lng=en&nrm=iso&tlng=en"
"1221","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400007&lng=en&nrm=iso&tlng=en"
"1222","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400008&lng=en&nrm=iso&tlng=en"
"1223","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400009&lng=en&nrm=iso&tlng=en"
"1224","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400010&lng=en&nrm=iso&tlng=en"
"1225","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400011&lng=en&nrm=iso&tlng=en"
"1226","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400012&lng=en&nrm=iso&tlng=en"
"1227","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400013&lng=en&nrm=iso&tlng=en"
"1228","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400014&lng=en&nrm=iso&tlng=en"
"1229","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400015&lng=en&nrm=iso&tlng=en"
"1230","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400016&lng=en&nrm=iso&tlng=en"
"1231","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400017&lng=en&nrm=iso&tlng=en"
"1232","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400018&lng=en&nrm=iso&tlng=en"
"1233","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400019&lng=en&nrm=iso&tlng=en"
"1234","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400020&lng=en&nrm=iso&tlng=en"
"1235","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400021&lng=en&nrm=iso&tlng=en"
"1236","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400022&lng=en&nrm=iso&tlng=en"
"1237","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000400023&lng=en&nrm=iso&tlng=en"
"1238","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500001&lng=en&nrm=iso&tlng=en"
"1239","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500002&lng=en&nrm=iso&tlng=en"
"1240","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500003&lng=en&nrm=iso&tlng=en"
"1241","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500004&lng=en&nrm=iso&tlng=en"
"1242","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500005&lng=en&nrm=iso&tlng=en"
"1243","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500006&lng=en&nrm=iso&tlng=en"
"1244","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500007&lng=en&nrm=iso&tlng=en"
"1245","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500008&lng=en&nrm=iso&tlng=en"
"1246","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500009&lng=en&nrm=iso&tlng=en"
"1247","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500010&lng=en&nrm=iso&tlng=en"
"1248","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500011&lng=en&nrm=iso&tlng=en"
"1249","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500012&lng=en&nrm=iso&tlng=en"
"1250","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500013&lng=en&nrm=iso&tlng=en"
"1251","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500014&lng=en&nrm=iso&tlng=en"
"1252","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500015&lng=en&nrm=iso&tlng=en"
"1253","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500016&lng=en&nrm=iso&tlng=en"
"1254","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500017&lng=en&nrm=iso&tlng=en"
"1255","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500018&lng=en&nrm=iso&tlng=en"
"1256","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500019&lng=en&nrm=iso&tlng=en"
"1257","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500020&lng=en&nrm=iso&tlng=en"
"1258","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500021&lng=en&nrm=iso&tlng=en"
"1259","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500022&lng=en&nrm=iso&tlng=en"
"1260","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500023&lng=en&nrm=iso&tlng=en"
"1261","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000500024&lng=en&nrm=iso&tlng=en"
"1262","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600003&lng=en&nrm=iso&tlng=en"
"1263","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600004&lng=en&nrm=iso&tlng=en"
"1264","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600005&lng=en&nrm=iso&tlng=en"
"1265","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600006&lng=en&nrm=iso&tlng=en"
"1266","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600007&lng=en&nrm=iso&tlng=en"
"1267","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600008&lng=en&nrm=iso&tlng=en"
"1268","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600009&lng=en&nrm=iso&tlng=en"
"1269","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600010&lng=en&nrm=iso&tlng=en"
"1270","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600011&lng=en&nrm=iso&tlng=en"
"1271","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600012&lng=en&nrm=iso&tlng=en"
"1272","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600013&lng=en&nrm=iso&tlng=en"
"1273","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600014&lng=en&nrm=iso&tlng=en"
"1274","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600015&lng=en&nrm=iso&tlng=en"
"1275","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600016&lng=en&nrm=iso&tlng=en"
"1276","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600017&lng=en&nrm=iso&tlng=en"
"1277","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600018&lng=en&nrm=iso&tlng=en"
"1278","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600019&lng=en&nrm=iso&tlng=en"
"1279","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600020&lng=en&nrm=iso&tlng=en"
"1280","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600021&lng=en&nrm=iso&tlng=en"
"1281","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600022&lng=en&nrm=iso&tlng=en"
"1282","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600023&lng=en&nrm=iso&tlng=en"
"1283","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572012000600024&lng=en&nrm=iso&tlng=en"
"1284","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400001&lng=en&nrm=iso&tlng=en"
"1285","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400002&lng=en&nrm=iso&tlng=en"
"1286","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400003&lng=en&nrm=iso&tlng=en"
"1287","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400004&lng=en&nrm=iso&tlng=en"
"1288","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400005&lng=en&nrm=iso&tlng=en"
"1289","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400006&lng=en&nrm=iso&tlng=en"
"1290","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400007&lng=en&nrm=iso&tlng=en"
"1291","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400008&lng=en&nrm=iso&tlng=en"
"1292","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400009&lng=en&nrm=iso&tlng=en"
"1293","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400010&lng=en&nrm=iso&tlng=en"
"1294","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400011&lng=en&nrm=iso&tlng=en"
"1295","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400012&lng=en&nrm=iso&tlng=en"
"1296","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400013&lng=en&nrm=iso&tlng=en"
"1297","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400014&lng=en&nrm=iso&tlng=en"
"1298","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400015&lng=en&nrm=iso&tlng=en"
"1299","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400016&lng=en&nrm=iso&tlng=en"
"1300","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400017&lng=en&nrm=iso&tlng=en"
"1301","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400018&lng=en&nrm=iso&tlng=en"
"1302","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400019&lng=en&nrm=iso&tlng=en"
"1303","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400020&lng=en&nrm=iso&tlng=en"
"1304","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400021&lng=en&nrm=iso&tlng=en"
"1305","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400022&lng=en&nrm=iso&tlng=en"
"1306","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400023&lng=en&nrm=iso&tlng=en"
"1307","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400024&lng=en&nrm=iso&tlng=en"
"1308","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400025&lng=en&nrm=iso&tlng=en"
"1309","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400026&lng=en&nrm=iso&tlng=en"
"1310","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400027&lng=en&nrm=iso&tlng=en"
"1311","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572011000400028&lng=en&nrm=iso&tlng=en"
"1312","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400001&lng=en&nrm=iso&tlng=en"
"1313","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400002&lng=en&nrm=iso&tlng=en"
"1314","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400003&lng=en&nrm=iso&tlng=en"
"1315","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400004&lng=en&nrm=iso&tlng=en"
"1316","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400005&lng=en&nrm=iso&tlng=en"
"1317","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400006&lng=en&nrm=iso&tlng=en"
"1318","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400007&lng=en&nrm=iso&tlng=en"
"1319","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400008&lng=en&nrm=iso&tlng=en"
"1320","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400009&lng=en&nrm=iso&tlng=en"
"1321","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400010&lng=en&nrm=iso&tlng=en"
"1322","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400011&lng=en&nrm=iso&tlng=en"
"1323","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400012&lng=en&nrm=iso&tlng=en"
"1324","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400013&lng=en&nrm=iso&tlng=en"
"1325","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400014&lng=en&nrm=iso&tlng=en"
"1326","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400015&lng=en&nrm=iso&tlng=en"
"1327","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400016&lng=en&nrm=iso&tlng=en"
"1328","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400017&lng=en&nrm=iso&tlng=en"
"1329","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400018&lng=en&nrm=iso&tlng=en"
"1330","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400019&lng=en&nrm=iso&tlng=en"
"1331","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400020&lng=en&nrm=iso&tlng=en"
"1332","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400021&lng=en&nrm=iso&tlng=en"
"1333","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400022&lng=en&nrm=iso&tlng=en"
"1334","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400023&lng=en&nrm=iso&tlng=en"
"1335","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400024&lng=en&nrm=iso&tlng=en"
"1336","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572010000400025&lng=en&nrm=iso&tlng=en"
